"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name"
"47159","1.0","interacts with","Digital Humanities1 (interacts with) Topic Modeling","false","interacts with","Digital Humanities1 (interacts with) Topic Modeling"
"47160","1.0","interacts with","Digital Humanities1 (interacts with) Text Mining","false","interacts with","Digital Humanities1 (interacts with) Text Mining"
"47161","1.0","interacts with","Digital Humanities1 (interacts with) Encoding","false","interacts with","Digital Humanities1 (interacts with) Encoding"
"47162","1.0","interacts with","Digital Humanities1 (interacts with) Machine Learning","false","interacts with","Digital Humanities1 (interacts with) Machine Learning"
"47163","1.0","interacts with","Digital Humanities1 (interacts with) Topic Modeling","false","interacts with","Digital Humanities1 (interacts with) Topic Modeling"
"47164","1.0","interacts with","Digital Humanities1 (interacts with) Text Mining","false","interacts with","Digital Humanities1 (interacts with) Text Mining"
"47166","1.0","interacts with","MA Digital Asset and Media Management (MA DAMM) (interacts with) Encoding","false","interacts with","MA Digital Asset and Media Management (MA DAMM) (interacts with) Encoding"
"47167","1.0","interacts with","MA Digital Asset and Media Management (MA DAMM) (interacts with) Information Retrieval","false","interacts with","MA Digital Asset and Media Management (MA DAMM) (interacts with) Information Retrieval"
"47168","1.0","interacts with","MA Digital Asset and Media Management (MA DAMM) (interacts with) Linked Open Data","false","interacts with","MA Digital Asset and Media Management (MA DAMM) (interacts with) Linked Open Data"
"47169","1.0","interacts with","MA Digital Asset and Media Management (MA DAMM) (interacts with) Photography","false","interacts with","MA Digital Asset and Media Management (MA DAMM) (interacts with) Photography"
"47171","1.0","interacts with","MA Digital Asset and Media Management (MA DAMM) (interacts with) Replication ","false","interacts with","MA Digital Asset and Media Management (MA DAMM) (interacts with) Replication "
"47172","1.0","interacts with","MA Digital Asset and Media Management (MA DAMM) (interacts with) Scanning","false","interacts with","MA Digital Asset and Media Management (MA DAMM) (interacts with) Scanning"
"47173","1.0","interacts with","MA Digital Asset and Media Management (MA DAMM) (interacts with) Searching","false","interacts with","MA Digital Asset and Media Management (MA DAMM) (interacts with) Searching"
"47174","1.0","interacts with","MA Digital Asset and Media Management (MA DAMM) (interacts with) Versioning","false","interacts with","MA Digital Asset and Media Management (MA DAMM) (interacts with) Versioning"
"47176","1.0","interacts with","Topics in Natural Language Processing (interacts with) Collocation Analysis ","false","interacts with","Topics in Natural Language Processing (interacts with) Collocation Analysis "
"47178","1.0","interacts with","Corpus Processing (interacts with) Concordancing ","false","interacts with","Corpus Processing (interacts with) Concordancing "
"47180","1.0","interacts with","Literature, Translation, and New Technologies (interacts with) Cluster Analysis ","false","interacts with","Literature, Translation, and New Technologies (interacts with) Cluster Analysis "
"47181","1.0","interacts with","Literature, Translation, and New Technologies (interacts with) Collocation Analysis ","false","interacts with","Literature, Translation, and New Technologies (interacts with) Collocation Analysis "
"47182","1.0","interacts with","Literature, Translation, and New Technologies (interacts with) Concordancing ","false","interacts with","Literature, Translation, and New Technologies (interacts with) Concordancing "
"47183","1.0","interacts with","Literature, Translation, and New Technologies (interacts with) Encoding","false","interacts with","Literature, Translation, and New Technologies (interacts with) Encoding"
"47184","1.0","interacts with","Literature, Translation, and New Technologies (interacts with) POS-Tagging","false","interacts with","Literature, Translation, and New Technologies (interacts with) POS-Tagging"
"47185","1.0","interacts with","Literature, Translation, and New Technologies (interacts with) Searching","false","interacts with","Literature, Translation, and New Technologies (interacts with) Searching"
"47187","1.0","interacts with","PUBLIC AND DIGITAL HISTORY. LE NUOVE PROFESSIONI DELLO STORICO (interacts with) Technology Preservation","false","interacts with","PUBLIC AND DIGITAL HISTORY. LE NUOVE PROFESSIONI DELLO STORICO (interacts with) Technology Preservation"
"47189","1.0","interacts with","Internet Programming I - Javascript (interacts with) Debugging","false","interacts with","Internet Programming I - Javascript (interacts with) Debugging"
"47191","1.0","interacts with","Internet Programming II - Meteor.js (interacts with) Brainstorming","false","interacts with","Internet Programming II - Meteor.js (interacts with) Brainstorming"
"47192","1.0","interacts with","Internet Programming II - Meteor.js (interacts with) Browsing","false","interacts with","Internet Programming II - Meteor.js (interacts with) Browsing"
"47193","1.0","interacts with","Internet Programming II - Meteor.js (interacts with) Commenting","false","interacts with","Internet Programming II - Meteor.js (interacts with) Commenting"
"47194","1.0","interacts with","Internet Programming II - Meteor.js (interacts with) Debugging","false","interacts with","Internet Programming II - Meteor.js (interacts with) Debugging"
"47195","1.0","interacts with","Internet Programming II - Meteor.js (interacts with) Versioning","false","interacts with","Internet Programming II - Meteor.js (interacts with) Versioning"
"47197","1.0","interacts with","Digital Humanities in Practice (interacts with) Browsing","false","interacts with","Digital Humanities in Practice (interacts with) Browsing"
"47198","1.0","interacts with","Digital Humanities in Practice (interacts with) Collocation Analysis ","false","interacts with","Digital Humanities in Practice (interacts with) Collocation Analysis "
"47199","1.0","interacts with","Digital Humanities in Practice (interacts with) Commenting","false","interacts with","Digital Humanities in Practice (interacts with) Commenting"
"47200","1.0","interacts with","Digital Humanities in Practice (interacts with) Encoding","false","interacts with","Digital Humanities in Practice (interacts with) Encoding"
"47201","1.0","interacts with","Digital Humanities in Practice (interacts with) Information Retrieval","false","interacts with","Digital Humanities in Practice (interacts with) Information Retrieval"
"47202","1.0","interacts with","Digital Humanities in Practice (interacts with) Linked Open Data","false","interacts with","Digital Humanities in Practice (interacts with) Linked Open Data"
"47203","1.0","interacts with","Digital Humanities in Practice (interacts with) Open Archival Information Systems","false","interacts with","Digital Humanities in Practice (interacts with) Open Archival Information Systems"
"47204","1.0","interacts with","Digital Humanities in Practice (interacts with) Preservation Metadata ","false","interacts with","Digital Humanities in Practice (interacts with) Preservation Metadata "
"47205","1.0","interacts with","Digital Humanities in Practice (interacts with) Text Mining","false","interacts with","Digital Humanities in Practice (interacts with) Text Mining"
"47207","1.0","interacts with","Digitale Methodik in den Geistes- und Kulturwissenschaften (interacts with) Commenting","false","interacts with","Digitale Methodik in den Geistes- und Kulturwissenschaften (interacts with) Commenting"
"47208","1.0","interacts with","Digitale Methodik in den Geistes- und Kulturwissenschaften (interacts with) Concordancing ","false","interacts with","Digitale Methodik in den Geistes- und Kulturwissenschaften (interacts with) Concordancing "
"47209","1.0","interacts with","Digitale Methodik in den Geistes- und Kulturwissenschaften (interacts with) Encoding","false","interacts with","Digitale Methodik in den Geistes- und Kulturwissenschaften (interacts with) Encoding"
"47210","1.0","interacts with","Digitale Methodik in den Geistes- und Kulturwissenschaften (interacts with) Georeferencing ","false","interacts with","Digitale Methodik in den Geistes- und Kulturwissenschaften (interacts with) Georeferencing "
"47211","1.0","interacts with","Digitale Methodik in den Geistes- und Kulturwissenschaften (interacts with) Information Retrieval","false","interacts with","Digitale Methodik in den Geistes- und Kulturwissenschaften (interacts with) Information Retrieval"
"47212","1.0","interacts with","Digitale Methodik in den Geistes- und Kulturwissenschaften (interacts with) Linked Open Data","false","interacts with","Digitale Methodik in den Geistes- und Kulturwissenschaften (interacts with) Linked Open Data"
"47213","1.0","interacts with","Digitale Methodik in den Geistes- und Kulturwissenschaften (interacts with) Open Archival Information Systems","false","interacts with","Digitale Methodik in den Geistes- und Kulturwissenschaften (interacts with) Open Archival Information Systems"
"47214","1.0","interacts with","Digitale Methodik in den Geistes- und Kulturwissenschaften (interacts with) POS-Tagging","false","interacts with","Digitale Methodik in den Geistes- und Kulturwissenschaften (interacts with) POS-Tagging"
"47215","1.0","interacts with","Digitale Methodik in den Geistes- und Kulturwissenschaften (interacts with) Versioning","false","interacts with","Digitale Methodik in den Geistes- und Kulturwissenschaften (interacts with) Versioning"
"47217","1.0","interacts with","Laboratorio di informatica specialistica per Scienze dell'antichitÃ  (interacts with) Encoding","false","interacts with","Laboratorio di informatica specialistica per Scienze dell'antichitÃ  (interacts with) Encoding"
"47218","1.0","interacts with","Laboratorio di informatica specialistica per Scienze dell'antichitÃ  (interacts with) Gamification","false","interacts with","Laboratorio di informatica specialistica per Scienze dell'antichitÃ  (interacts with) Gamification"
"47219","1.0","interacts with","Laboratorio di informatica specialistica per Scienze dell'antichitÃ  (interacts with) Georeferencing ","false","interacts with","Laboratorio di informatica specialistica per Scienze dell'antichitÃ  (interacts with) Georeferencing "
"47220","1.0","interacts with","Laboratorio di informatica specialistica per Scienze dell'antichitÃ  (interacts with) Information Retrieval","false","interacts with","Laboratorio di informatica specialistica per Scienze dell'antichitÃ  (interacts with) Information Retrieval"
"47221","1.0","interacts with","Laboratorio di informatica specialistica per Scienze dell'antichitÃ  (interacts with) Named Entity Recognition ","false","interacts with","Laboratorio di informatica specialistica per Scienze dell'antichitÃ  (interacts with) Named Entity Recognition "
"47222","1.0","interacts with","Laboratorio di informatica specialistica per Scienze dell'antichitÃ  (interacts with) POS-Tagging","false","interacts with","Laboratorio di informatica specialistica per Scienze dell'antichitÃ  (interacts with) POS-Tagging"
"47223","1.0","interacts with","Laboratorio di informatica specialistica per Scienze dell'antichitÃ  (interacts with) Searching","false","interacts with","Laboratorio di informatica specialistica per Scienze dell'antichitÃ  (interacts with) Searching"
"47224","1.0","interacts with","Digital Humanities1 (interacts with) Encoding","false","interacts with","Digital Humanities1 (interacts with) Encoding"
